fila_csv;destino_original;destino_normalizado;motivo;origen_original;origen_normalizado;especie_original;variedad_original;peso;unidad
41101;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;MURCOT;4540,000;TN
41102;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;MURCOT;2632,700;TN
41103;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANDARINA;MURCOT;7,800;TN
41104;TUCUMAN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";TUCUMAN;Tucumán;MANDARINA;MURCOT;1,300;TN
41105;TUCUMAN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";TUCUMAN;Tucumán;MANDARINA;MURCOT;2,600;TN
41106;TUCUMAN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";TUCUMAN;Tucumán;MANDARINA;MURCOT;20,900;TN
41107;TUCUMAN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";TUCUMAN;Tucumán;MANDARINA;MURCOT;6,400;TN
41108;TUCUMAN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";TUCUMAN;Tucumán;MANDARINA;MURCOT;5,200;TN
41109;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;NADORCOTT;2,600;TN
41110;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;NADORCOTT;0,300;TN
41111;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;NADORCOTT;4,500;TN
41119;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;NOVA;161,900;TN
41120;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;NOVA;1386,800;TN
41121;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;NOVA;2057,500;TN
41122;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;NOVA;1368,300;TN
41123;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;NOVA;407,000;TN
41124;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;NOVA;122,500;TN
41125;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;NOVA;23,000;TN
41132;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;OKITZU;0,500;TN
41133;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;OKITZU;193,800;TN
41134;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;OKITZU;2358,800;TN
41135;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;OKITZU;5973,600;TN
41136;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;OKITZU;3584,400;TN
41137;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;OKITZU;471,000;TN
41138;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;OKITZU;23,200;TN
41139;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;OKITZU;15,200;TN
41140;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;OKITZU;8,500;TN
41141;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;OKITZU;0,700;TN
41142;R. NEGRO;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";R. NEGRO;Río Negro;MANDARINA;OKITZU;1,300;TN
41143;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;MANDARINA;OKITZU;4,000;TN
41144;TUCUMAN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";TUCUMAN;Tucumán;MANDARINA;OKITZU;4,800;TN
41145;TUCUMAN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";TUCUMAN;Tucumán;MANDARINA;OKITZU;3,500;TN
41146;TUCUMAN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";TUCUMAN;Tucumán;MANDARINA;OKITZU;12,700;TN
41147;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;ORRI;1,300;TN
41148;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;ORRI;2,600;TN
41149;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;ORRI;31,000;TN
41150;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;ORRI;59,400;TN
41151;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;ORRI;103,600;TN
41152;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;ORRI;191,100;TN
41153;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;ORRI;160,100;TN
41154;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;ORRI;26,000;TN
41158;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;ORTHANIQUE;2,200;TN
41159;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;ORTHANIQUE;4,200;TN
41160;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;ORTHANIQUE;16,400;TN
41161;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;ORTHANIQUE;44,100;TN
41162;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;ORTHANIQUE;52,300;TN
41163;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;ORTHANIQUE;15,400;TN
41164;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;PIXIE;2,000;TN
41165;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;SALTE±ITA;16,200;TN
41166;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;SALTE±ITA;41,800;TN
41167;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;SALTE±ITA;24,800;TN
41170;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;SATSUMA;23,200;TN
41171;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;SATSUMA;211,700;TN
41172;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;SATSUMA;123,800;TN
41173;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;SATSUMA;11,600;TN
41174;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;SIGAL;3,900;TN
41175;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;SIGAL;1,300;TN
41183;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;W.MURCOT;1,300;TN
41184;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;W.MURCOT;80,600;TN
41185;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;W.MURCOT;284,300;TN
41186;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;W.MURCOT;572,800;TN
41187;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;W.MURCOT;345,500;TN
41188;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;W.MURCOT;118,300;TN
41189;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;W.MURCOT;29,300;TN
41190;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANDARINA;W.MURCOT;3,300;TN
41191;SANTA FE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SANTA FE;Santa Fe;MANDARINA;W.MURCOT;1,300;TN
41192;TUCUMAN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";TUCUMAN;Tucumán;MANDARINA;W.MURCOT;3,500;TN
41193;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;MANGO;SIN VARIEDAD;5,500;TN
41194;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;MANGO;SIN VARIEDAD;4,800;TN
41195;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;MANGO;SIN VARIEDAD;60,900;TN
41196;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;MANGO;SIN VARIEDAD;1,700;TN
41197;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;MANGO;SIN VARIEDAD;15,900;TN
41198;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;MANGO;SIN VARIEDAD;6,100;TN
41199;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;MANGO;SIN VARIEDAD;5,200;TN
41200;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;MANGO;SIN VARIEDAD;9,500;TN
41201;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;MANGO;SIN VARIEDAD;21,300;TN
41202;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;MANGO;SIN VARIEDAD;25,500;TN
41203;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;MANGO;SIN VARIEDAD;84,700;TN
41209;CHILE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHILE;Chile;MANGO;SIN VARIEDAD;0,300;TN
41210;CHILE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHILE;Chile;MANGO;SIN VARIEDAD;0,300;TN
41211;CORDOBA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CORDOBA;Córdoba;MANGO;SIN VARIEDAD;1,000;TN
41212;CORDOBA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CORDOBA;Córdoba;MANGO;SIN VARIEDAD;0,200;TN
41213;CORDOBA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CORDOBA;Córdoba;MANGO;SIN VARIEDAD;2,900;TN
41220;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;MANGO;SIN VARIEDAD;0,500;TN
41221;FORMOSA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";FORMOSA;Formosa;MANGO;SIN VARIEDAD;3,700;TN
41222;FORMOSA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";FORMOSA;Formosa;MANGO;SIN VARIEDAD;3,300;TN
41223;FORMOSA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";FORMOSA;Formosa;MANGO;SIN VARIEDAD;25,300;TN
41224;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;MANGO;SIN VARIEDAD;25,800;TN
41225;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;MANGO;SIN VARIEDAD;3,300;TN
41226;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;MANGO;SIN VARIEDAD;0,400;TN
41227;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;MANGO;SIN VARIEDAD;0,600;TN
41228;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;MANGO;SIN VARIEDAD;17,400;TN
41229;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;MANGO;SIN VARIEDAD;0,600;TN
41230;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;MANGO;SIN VARIEDAD;0,400;TN
41231;MISIONES;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MISIONES;Misiones;MANGO;SIN VARIEDAD;0,500;TN
41232;MISIONES;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MISIONES;Misiones;MANGO;SIN VARIEDAD;46,200;TN
41233;MISIONES;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MISIONES;Misiones;MANGO;SIN VARIEDAD;24,700;TN
41234;MISIONES;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MISIONES;Misiones;MANGO;SIN VARIEDAD;46,800;TN
41235;PARAGUAY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";PARAGUAY;Paraguay;MANGO;SIN VARIEDAD;0,100;TN
41236;PARAGUAY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";PARAGUAY;Paraguay;MANGO;SIN VARIEDAD;0,300;TN
41237;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;MANGO;SIN VARIEDAD;161,800;TN
41238;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;MANGO;SIN VARIEDAD;11,700;TN
41239;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;MANGO;SIN VARIEDAD;2,300;TN
41240;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;MANGO;SIN VARIEDAD;11,900;TN
41241;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;MANGO;SIN VARIEDAD;59,500;TN
41242;SANTA FE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SANTA FE;Santa Fe;MANGO;SIN VARIEDAD;0,300;TN
41243;TUCUMAN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";TUCUMAN;Tucumán;MANGO;SIN VARIEDAD;3,800;TN
41244;TUCUMAN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";TUCUMAN;Tucumán;MANGO;SIN VARIEDAD;1,100;TN
41245;TUCUMAN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";TUCUMAN;Tucumán;MANGO;SIN VARIEDAD;6,300;TN
41246;TUCUMAN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";TUCUMAN;Tucumán;MANGO;SIN VARIEDAD;0,700;TN
41247;TUCUMAN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";TUCUMAN;Tucumán;MANGO;SIN VARIEDAD;5,000;TN
41253;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;MANGO;KENT;0,900;TN
41254;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;MANGO;KENT;1,900;TN
41255;FORMOSA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";FORMOSA;Formosa;MANGO;ORO;3,900;TN
41256;FORMOSA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";FORMOSA;Formosa;MANGO;ORO;3,000;TN
41257;TUCUMAN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";TUCUMAN;Tucumán;MANGO;PAHERI;0,900;TN
41258;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;MANGO;PALMER;4,600;TN
41259;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;MANGO;PALMER;8,800;TN
41262;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;MANGO;PALMER;0,200;TN
41263;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;MANGO;PALMER;0,300;TN
41264;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;MANGO;TOMMY ATKI;49,400;TN
41265;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;MANGO;TOMMY ATKI;22,100;TN
41266;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;MANGO;TOMMY ATKI;24,100;TN
41267;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;MANGO;TOMMY ATKI;11,000;TN
41268;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;MANGO;TOMMY ATKI;66,300;TN
41269;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;MANGO;TOMMY ATKI;27,800;TN
41270;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;MANGO;TOMMY ATKI;41,000;TN
41271;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;MANGO;TOMMY ATKI;94,000;TN
41272;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;MANGO;TOMMY ATKI;123,500;TN
41273;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;MANGO;TOMMY ATKI;21,100;TN
41277;CHILE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHILE;Chile;MANGO;TOMMY ATKI;0,900;TN
41278;CHILE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHILE;Chile;MANGO;TOMMY ATKI;0,100;TN
41279;CHILE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHILE;Chile;MANGO;TOMMY ATKI;2,100;TN
41281;ECUADOR;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ECUADOR;Ecuador;MANGO;TOMMY ATKI;0,200;TN
41282;ESPAÑA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";ESPAÑA;España;MANGO;TOMMY ATKI;0,300;TN
41283;FORMOSA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";FORMOSA;Formosa;MANGO;TOMMY ATKI;0,800;TN
41284;FORMOSA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";FORMOSA;Formosa;MANGO;TOMMY ATKI;17,100;TN
41285;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;MANGO;TOMMY ATKI;0,100;TN
41286;MISIONES;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MISIONES;Misiones;MANGO;TOMMY ATKI;0,500;TN
41287;MISIONES;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MISIONES;Misiones;MANGO;TOMMY ATKI;1,000;TN
41288;MISIONES;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MISIONES;Misiones;MANGO;TOMMY ATKI;1,000;TN
41289;MISIONES;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MISIONES;Misiones;MANGO;TOMMY ATKI;25,900;TN
41290;MISIONES;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MISIONES;Misiones;MANGO;TOMMY ATKI;0,200;TN
41291;PARAGUAY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";PARAGUAY;Paraguay;MANGO;TOMMY ATKI;0,100;TN
41292;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;MANGO;TOMMY ATKI;5,200;TN
41293;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;MANGO;TOMMY ATKI;2,100;TN
41294;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;MANGO;TOMMY ATKI;0,300;TN
41295;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;MANGO;TOMMY ATKI;25,800;TN
41296;TUCUMAN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";TUCUMAN;Tucumán;MANGO;TOMMY ATKI;6,800;TN
41306;FORMOSA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";FORMOSA;Formosa;MANI;SIN VARIEDAD;0,800;TN
41307;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;MANI;SIN VARIEDAD;0,900;TN
41308;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;MANI;SIN VARIEDAD;0,600;TN
41309;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;MANI;SIN VARIEDAD;1,100;TN
41310;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;MANI;SIN VARIEDAD;1,900;TN
41311;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;MANI;SIN VARIEDAD;0,200;TN
41312;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;MANI;SIN VARIEDAD;0,300;TN
41313;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;MANI;SIN VARIEDAD;1,700;TN
41314;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;MANI;SIN VARIEDAD;0,200;TN
41315;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;MANI;SIN VARIEDAD;0,700;TN
41316;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;MANI;SIN VARIEDAD;1,100;TN
41317;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;MANI;SIN VARIEDAD;0,600;TN
41318;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;MANI;SIN VARIEDAD;4,000;TN
41319;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;MANI;SIN VARIEDAD;7,100;TN
41320;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;MANI;SIN VARIEDAD;11,300;TN
41321;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;MANI;SIN VARIEDAD;19,200;TN
41322;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;MANI;SIN VARIEDAD;29,600;TN
41323;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;MANI;SIN VARIEDAD;28,200;TN
41324;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;MANI;SIN VARIEDAD;36,300;TN
41325;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;MANI;SIN VARIEDAD;21,900;TN
41326;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;MANI;SIN VARIEDAD;15,400;TN
41327;SALTA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";SALTA;Salta;MANI;SIN VARIEDAD;9,900;TN
41328;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;MANZANA;SIN VARIEDAD;0,500;TN
41329;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;MANZANA;SIN VARIEDAD;4,100;TN
41330;BRASIL;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";BRASIL;Brasil;MANZANA;SIN VARIEDAD;1,300;TN
41334;CHILE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHILE;Chile;MANZANA;SIN VARIEDAD;0,900;TN
41335;CHILE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHILE;Chile;MANZANA;SIN VARIEDAD;8,000;TN
41336;CHILE;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";CHILE;Chile;MANZANA;SIN VARIEDAD;1,800;TN
41341;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANZANA;SIN VARIEDAD;8,100;TN
41342;E. RIOS;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";E. RIOS;Entre Ríos;MANZANA;SIN VARIEDAD;5,500;TN
41343;FORMOSA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";FORMOSA;Formosa;MANZANA;SIN VARIEDAD;0,600;TN
41344;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;MANZANA;SIN VARIEDAD;1,200;TN
41345;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;MANZANA;SIN VARIEDAD;1,900;TN
41346;JUJUY;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";JUJUY;Jujuy;MANZANA;SIN VARIEDAD;4,600;TN
41347;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;MANZANA;SIN VARIEDAD;1,600;TN
41348;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;MANZANA;SIN VARIEDAD;0,500;TN
41349;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;MANZANA;SIN VARIEDAD;20,000;TN
41350;MENDOZA;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MENDOZA;Mendoza;MANZANA;SIN VARIEDAD;0,900;TN
41351;MISIONES;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";MISIONES;Misiones;MANZANA;SIN VARIEDAD;5,300;TN
41352;NEUQUEN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";NEUQUEN;Neuquén;MANZANA;SIN VARIEDAD;16,600;TN
41353;NEUQUEN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";NEUQUEN;Neuquén;MANZANA;SIN VARIEDAD;31,200;TN
41354;NEUQUEN;;"valor no reconocido como mercado de cantidades; parece origen/procedencia";NEUQUEN;Neuquén;MANZANA;SIN VARIEDAD;60,200;TN
