rubro;mercado;procedencia;especie;variedad;unidad;cantidad_observaciones;cantidad_fechas_distintas;cantidad_meses_distintos;cantidad_fechas_disponibles;fecha_minima;fecha_maxima;cantidad_meses_disponibles;precio_promedio;precio_min;precio_max;coeficiente_variacion;porcentaje_precios_validos;indicador_serie_utilizable
Hortalizas;Mercado Central de Buenos Aires;Mendoza;BROCOLI;(sin informar);$/Kg;100;93;5;93;2026-04-07;2026-08-24;5;2187.5000;1162.5000;3000.0000;0.2485;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Buenos Aires;CHAUCHA;Rolliza;$/Kg;99;96;7;96;2026-01-02;2026-08-21;7;1650.2525;1100.0000;2200.0000;0.1848;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;(sin informar);KAKI;Prom.Esp.;$/Kg;98;79;6;79;2026-03-16;2026-08-12;6;4497.8318;3737.5000;9333.3300;0.2472;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;(sin informar);PITAHAYA;Prom.Esp.;$/Kg;98;97;6;97;2026-02-27;2026-07-31;6;13651.0204;6200.0000;20000.0000;0.3188;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Corrientes;NARANJA;Salustiana;$/Kg;98;72;4;72;2026-05-08;2026-08-24;4;556.1226;500.0000;666.6700;0.0999;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Ecuador;ANANA;(sin informar);$/Kg;98;97;5;97;2026-01-02;2026-05-28;5;2452.9470;2222.2200;2666.6700;0.0337;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Ecuador;PITAHAYA;(sin informar);$/Kg;98;97;6;97;2026-02-27;2026-07-31;6;13771.4286;6200.0000;20000.0000;0.3118;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Mar del Plata;KIWI;(sin informar);$/Kg;98;42;3;42;2026-02-20;2026-04-24;3;4014.2857;2500.0000;5400.0000;0.2161;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Mendoza;COLIFLOR;(sin informar);$/Kg;98;90;6;90;2026-03-17;2026-08-24;6;1301.0205;733.3300;1933.3300;0.2351;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;(sin informar);REP BRUSEL;Prom.Esp.;$/Kg;97;89;7;89;2026-02-23;2026-08-24;7;2824.7423;2125.0000;4500.0000;0.1970;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Sgo.Est.;REMOLACHA;(sin informar);$/Kg;97;53;4;53;2026-03-10;2026-08-24;4;918.4537;200.0000;1133.3300;0.1461;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Entre Ríos;MANDARINA;Afourer;$/Kg;96;51;4;51;2026-05-22;2026-08-24;4;780.6717;500.0000;1222.2200;0.2488;100.0000;Alta
Frutas;(sin informar);Mendoza;UVA ROSADA;(sin informar);$/Kg;95;52;8;52;2026-01-12;2026-08-24;8;43115.7895;20000.0000;76000.0000;0.3753;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Brasil;ANANA;(sin informar);$/Kg;95;95;7;95;2026-01-02;2026-07-14;7;2195.3216;1888.8900;2444.4400;0.0692;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Brasil;MELON;Amarillo;$/Kg;95;69;4;69;2026-05-13;2026-08-24;4;2606.1411;1916.6700;2750.0000;0.1061;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Río Negro;PELON;Caldessi;$/Kg;95;51;3;51;2026-01-12;2026-03-31;3;2591.2278;2083.3300;3500.0000;0.1662;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Tucumán;PALTA;Lula;$/Kg;95;94;6;94;2026-01-29;2026-06-25;6;2986.8421;1875.0000;4500.0000;0.1931;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Corrientes;PIMIENTO;Vinagre;$/Kg;95;87;6;87;2026-02-20;2026-08-20;6;1700.7895;1125.0000;2125.0000;0.1626;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Córdoba;BATATA;Arapey;$/Kg;94;87;6;87;2026-01-02;2026-08-24;6;872.9144;646.1500;1076.9200;0.1414;100.0000;Alta
Frutas;(sin informar);Corrientes;FRUTILLA;(sin informar);$/Kg;92;31;4;31;2026-06-15;2026-12-25;4;22489.1304;10000.0000;55000.0000;0.4793;100.0000;Alta
Frutas;(sin informar);Mendoza;CIRUELA;(sin informar);$/Kg;92;52;8;52;2026-01-05;2026-08-25;8;41391.3043;20000.0000;78000.0000;0.3319;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Italia;KIWI;(sin informar);$/Kg;92;57;3;57;2026-01-02;2026-03-27;3;6469.3237;5200.0000;8777.7800;0.1671;100.0000;Alta
Hortalizas;(sin informar);Misiones;MANDIOCA MISIONERA;(sin informar);$/Kg;92;52;7;52;2026-02-09;2026-08-24;7;13043.4783;8000.0000;23000.0000;0.2435;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Mendoza;REPOLLO;Blanco;$/Kg;91;89;6;89;2026-01-16;2026-08-24;6;652.7469;533.3300;800.0000;0.1238;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Corrientes;ZAPALLITO;Largo;$/Kg;90;83;5;83;2026-03-12;2026-07-17;5;1110.9628;386.6700;2200.0000;0.4528;100.0000;Alta
Frutas;(sin informar);Corrientes;NARANJA VALENCIA LATE;(sin informar);$/Kg;89;46;8;46;2026-01-12;2026-08-24;8;17179.7753;7000.0000;32000.0000;0.3451;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;(sin informar);MBURUCUYA;Prom.Esp.;$/Kg;89;88;6;88;2026-01-02;2026-07-16;6;4463.8588;2700.0000;11000.0000;0.4009;100.0000;Alta
Frutas;(sin informar);Río Negro;MANZANA R DELICIUS COMERCIAL;(sin informar);$/Kg;88;42;9;42;2026-01-02;2026-12-25;9;35465.9091;20000.0000;62000.0000;0.2078;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;(sin informar);FRAMBUESA;Prom.Esp.;$/Kg;88;87;6;87;2026-01-02;2026-06-25;6;28875.0080;16000.0000;52333.4000;0.4596;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Tucumán;FRUTILLA;(sin informar);$/Kg;88;60;4;60;2026-05-26;2026-08-24;4;11831.8182;5500.0000;36000.0000;0.5870;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;(sin informar);ALCAUCIL;Prom.Esp.;$/Kg;88;80;5;80;2026-04-23;2026-08-24;5;3370.8355;2500.0000;4666.6700;0.1508;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Corrientes;PEPINO;(sin informar);$/Kg;88;80;5;80;2026-04-15;2026-08-24;5;1275.5678;500.0000;2111.1100;0.3372;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Mendoza;CIRUELA;Santa Rosa;$/Kg;87;46;3;46;2026-01-02;2026-03-10;3;2103.4498;1750.0000;2416.6700;0.1087;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;San Juan;UVA;Red Globe;$/Kg;87;86;5;86;2026-01-07;2026-05-15;5;2145.9770;1500.0000;2700.0000;0.1687;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Buenos Aires;CHAUCHA;Española;$/Kg;87;86;5;86;2026-01-02;2026-05-12;5;1155.7471;800.0000;1800.0000;0.2616;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Buenos Aires;NABO;Blanco;$/Kg;87;79;5;79;2026-04-28;2026-08-24;5;1275.0964;1066.6700;1500.0000;0.1154;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Mendoza;RADICCHIO;(sin informar);$/Kg;87;79;5;79;2026-04-28;2026-08-24;5;4413.7931;4000.0000;4800.0000;0.0462;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Perú;ESPARRAGO;Verde;$/Kg;87;84;6;84;2026-01-02;2026-08-24;6;14760.4598;1700.0000;20000.0000;0.2715;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Corrientes;MBURUCUYA;(sin informar);$/Kg;86;85;5;85;2026-03-09;2026-07-16;5;4353.2957;2700.0000;11000.0000;0.4228;100.0000;Alta
Hortalizas;(sin informar);Mendoza;CEBOLLA SINTETICA 14;(sin informar);$/Kg;86;48;8;48;2026-01-05;2026-08-24;8;14412.7907;7000.0000;85000.0000;0.6483;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Entre Ríos;POMELO;Blanco;$/Kg;85;59;4;59;2026-05-28;2026-08-24;4;634.8585;500.0000;3111.1100;0.4319;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Brasil;KAKI;(sin informar);$/Kg;84;65;4;65;2026-05-08;2026-08-12;4;4124.1071;3875.0000;4500.0000;0.0448;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Mar del Plata;REP BRUSEL;(sin informar);$/Kg;84;76;6;76;2026-02-23;2026-08-24;6;2875.0000;2300.0000;4500.0000;0.1992;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Ecuador;ANANA;Piña;$/Kg;83;57;4;57;2026-05-29;2026-08-24;4;3270.0804;2090.9100;4666.6700;0.3365;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Buenos Aires;ALCAUCIL;Violeta;$/Kg;83;76;5;76;2026-04-23;2026-08-24;5;3610.0402;2666.6700;4666.6700;0.1429;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Buenos Aires;ALCAUCIL;Ñ. Frances;$/Kg;82;74;5;74;2026-04-29;2026-08-18;5;3144.3087;2333.3300;4000.0000;0.1403;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Jujuy;ZAPALLITO;Largo;$/Kg;81;74;5;74;2026-04-27;2026-08-24;5;1125.8435;500.0000;1933.3300;0.4132;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Mar del Plata;ZANAHORIA;Chantenay;$/Kg;81;80;5;80;2026-01-02;2026-05-05;5;768.0247;580.0000;1000.0000;0.1930;100.0000;Alta
Frutas;(sin informar);Río Negro;MANZANA R DELICIUS ELEGIDA;(sin informar);$/Kg;80;43;9;43;2026-01-02;2026-12-25;9;46750.0000;20000.0000;70000.0000;0.2437;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Salta;ZAPALLITO;Largo;$/Kg;80;69;4;69;2026-05-13;2026-08-24;4;1265.9724;555.5600;2277.7800;0.4308;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Buenos Aires;FRUTILLA;(sin informar);$/Kg;79;74;8;74;2026-01-02;2026-08-03;8;5579.7468;2400.0000;15600.0000;0.6370;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Chile;ARANDANO;(sin informar);$/Kg;79;79;5;79;2026-01-02;2026-06-01;5;28388.1772;13333.3000;96666.7000;0.6692;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Entre Ríos;LIMA;(sin informar);$/Kg;79;62;4;62;2026-05-08;2026-08-11;4;1382.4529;1166.6700;1647.0600;0.0504;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Brasil;MAMON;(sin informar);$/Kg;78;78;4;78;2026-01-02;2026-04-29;4;2948.7179;900.0000;3600.0000;0.1291;100.0000;Alta
Hortalizas;(sin informar);Corrientes;BROCOLI;(sin informar);$/Kg;78;35;4;35;2026-05-07;2026-08-25;4;21000.0000;1500.0000;36000.0000;0.3225;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Mar del Plata;CHOCLO;Amarillo;$/Kg;77;76;4;76;2026-02-02;2026-05-28;4;892.7270;600.0000;1733.3300;0.3090;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Mendoza;TOMATE;Cherry;$/Kg;77;77;4;77;2026-01-02;2026-04-30;4;1678.3117;1000.0000;2500.0000;0.2635;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;S.Bs.As.;CEBOLLA;Blanca;$/Kg;77;70;4;70;2026-04-08;2026-07-21;4;758.7662;600.0000;875.0000;0.0875;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Corrientes;PIMIENTO;Jalapeño;$/Kg;76;61;4;61;2026-05-26;2026-08-24;4;2976.6447;2600.0000;3600.0000;0.0827;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;(sin informar);KUMQUAT;Prom.Esp.;$/Kg;75;49;3;49;2026-06-10;2026-08-24;3;3418.0000;2500.0000;28000.0000;1.1987;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Corrientes;FRUTILLA;(sin informar);$/Kg;75;43;3;43;2026-06-22;2026-08-24;3;9161.3333;6000.0000;19000.0000;0.3611;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Entre Ríos;MANDARINA;Criolla;$/Kg;75;44;3;44;2026-04-27;2026-06-30;3;807.4072;555.5600;1166.6700;0.2289;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Río Negro;MANZANA;Kissabel;$/Kg;75;63;4;63;2026-05-04;2026-08-06;4;3413.3333;3000.0000;6300.0000;0.1299;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Buenos Aires;CHAUCHA;Balina;$/Kg;75;75;4;75;2026-01-02;2026-04-24;4;1568.8000;1000.0000;2100.0000;0.1839;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Buenos Aires;ZAPALLO;Anquito;$/Kg;75;70;5;70;2026-02-19;2026-06-04;5;264.3333;220.0000;300.0000;0.0922;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Salta;MELON;Rocio Miel;$/Kg;74;56;4;56;2026-03-13;2026-06-23;4;2281.0811;2000.0000;2800.0000;0.1053;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Brasil;CEBOLLA;Colorada;$/Kg;74;73;5;73;2026-01-16;2026-05-07;5;805.7432;650.0000;950.0000;0.1043;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Mendoza;UVA;Superior;$/Kg;73;73;4;73;2026-01-09;2026-04-29;4;2384.9315;2100.0000;2800.0000;0.0924;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Buenos Aires;PIMIENTO;Vinagre;$/Kg;73;73;4;73;2026-01-02;2026-04-23;4;1293.3219;937.5000;1625.0000;0.1318;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;V.Dolor.;PAPA;Spunta;$/Kg;73;72;6;72;2026-01-02;2026-08-24;6;910.8819;444.4400;1500.0000;0.3825;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Brasil;UVA;Autumn Cri;$/Kg;72;46;4;46;2026-01-02;2026-08-24;4;8338.5417;7250.0000;9500.0000;0.0586;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Jujuy;ZAPALLITO;Redondo;$/Kg;72;65;4;65;2026-04-17;2026-07-23;4;1400.3704;566.6700;2200.0000;0.3654;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Río Negro;CIRUELA;Angeleno;$/Kg;71;50;4;50;2026-02-20;2026-05-08;4;2392.9577;2100.0000;2900.0000;0.0889;100.0000;Alta
Hortalizas;(sin informar);Jujuy;TOMATE PERITA;(sin informar);$/Kg;71;46;9;46;2026-01-02;2026-12-25;9;24802.8169;14000.0000;38000.0000;0.2279;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Mendoza;PEPINO;(sin informar);$/Kg;71;71;4;71;2026-01-06;2026-04-28;4;684.5073;366.6700;1533.3300;0.4294;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Buenos Aires;SANDIA;(sin informar);$/Kg;70;69;5;69;2026-01-22;2026-05-07;5;625.8571;520.0000;750.0000;0.0861;100.0000;Alta
Hortalizas;(sin informar);Corrientes;BATATA COLORADA;(sin informar);$/Kg;70;47;9;47;2026-01-08;2026-12-25;9;8142.8571;6000.0000;14000.0000;0.2284;100.0000;Alta
Hortalizas;(sin informar);Mendoza;REPOLLO BLANCO;(sin informar);$/Kg;70;45;8;45;2026-01-05;2026-08-24;8;16142.8571;2000.0000;30000.0000;0.5332;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Egipto;POMELO;Star Ruby;$/Kg;69;69;4;69;2026-01-02;2026-04-16;4;2451.2081;1866.6700;2866.6700;0.1363;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Entre Ríos;KUMQUAT;(sin informar);$/Kg;69;48;3;48;2026-06-10;2026-08-24;3;3488.4058;2500.0000;28000.0000;1.2233;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Formosa;BANANA;Nanika;$/Kg;69;43;7;43;2026-01-16;2026-08-24;7;949.2759;636.3600;2090.9100;0.3067;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Buenos Aires;KAKI;(sin informar);$/Kg;68;68;5;68;2026-03-16;2026-07-28;5;4697.0591;3600.0000;9333.3300;0.2778;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Jujuy;BERENJENA;Vta.Med.La;$/Kg;68;61;4;61;2026-05-26;2026-08-24;4;1263.2351;666.6700;1916.6700;0.2589;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Santa Fe;LECHUGA;Capuchina;$/Kg;68;64;4;64;2026-05-15;2026-08-24;4;1451.3479;791.6700;2250.0000;0.2198;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;(sin informar);TUNA;Prom.Esp.;$/Kg;67;67;4;67;2026-01-12;2026-04-22;4;2621.6418;1800.0000;3600.0000;0.2325;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Brasil;UVA;Red Globe;$/Kg;66;40;3;40;2026-01-02;2026-08-24;3;7274.6212;5625.0000;8125.0000;0.1256;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Corrientes;PALTA;Hass;$/Kg;66;40;3;40;2026-06-25;2026-08-24;3;7139.3939;3800.0000;7800.0000;0.1755;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Israel;POMELO;Star Ruby;$/Kg;65;65;4;65;2026-01-09;2026-04-17;4;2528.2051;1733.3300;3000.0000;0.1597;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;San Juan;UVA;Superior;$/Kg;65;65;4;65;2026-01-02;2026-04-10;4;2490.7692;2100.0000;2900.0000;0.0908;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Tucumán;PALTA;Hass;$/Kg;65;39;3;39;2026-06-26;2026-08-24;3;4170.7692;4100.0000;4300.0000;0.0145;100.0000;Alta
Hortalizas;(sin informar);Corrientes;APIO DE HOJA;(sin informar);$/Kg;65;49;9;49;2026-01-05;2026-12-25;9;13030.7692;1000.0000;25000.0000;0.5555;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Córdoba;PAPA;Spunta;$/Kg;65;64;4;64;2026-01-02;2026-08-24;4;876.7168;283.3300;1500.0000;0.4885;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Chile;UVA;Autumn Cri;$/Kg;64;63;6;63;2026-01-30;2026-06-17;6;5369.1406;2375.0000;6000.0000;0.1127;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Corrientes;MANDARINA;Nova;$/Kg;64;49;4;49;2026-05-08;2026-08-24;4;551.2148;444.4400;666.6700;0.1735;100.0000;Alta
Hortalizas;(sin informar);Mendoza;BROCOLI;(sin informar);$/Kg;64;40;8;40;2026-01-05;2026-08-24;8;21062.5000;2500.0000;38000.0000;0.4761;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;(sin informar);HABA;Prom.Esp.;$/Kg;64;63;6;63;2026-01-12;2026-08-24;6;1852.8320;1125.0000;4625.0000;0.3890;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Buenos Aires;ZANAHORIA;Chantenay;$/Kg;64;64;4;64;2026-01-02;2026-04-09;4;733.5938;530.0000;950.0000;0.2015;100.0000;Alta
Frutas;(sin informar);Corrientes;MANDARINA CRIOLLA;(sin informar);$/Kg;63;30;6;30;2026-03-12;2026-12-25;6;12793.6508;7000.0000;22000.0000;0.1847;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Mendoza;DURAZNO;Chato;$/Kg;63;44;3;44;2026-01-07;2026-03-13;3;3189.0589;1375.0000;7428.5700;0.4467;100.0000;Alta
Hortalizas;(sin informar);Jujuy;TOMATE REDONDO;(sin informar);$/Kg;63;39;8;39;2026-01-02;2026-12-25;8;27682.5397;14000.0000;38000.0000;0.2225;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Buenos Aires;ZAPALLITO;Largo;$/Kg;63;63;4;63;2026-01-02;2026-04-09;4;499.8948;300.0000;880.0000;0.3795;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Chile;UVA;T.Seedless;$/Kg;62;61;4;61;2026-03-06;2026-06-08;4;5453.4071;4555.5600;5888.8900;0.0762;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Brasil;PAPA;Asterix;$/Kg;62;62;4;62;2026-01-02;2026-04-07;4;929.8710;880.0000;1040.0000;0.0483;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Se Bs.As;PAPA;Donata;$/Kg;62;57;4;57;2026-03-06;2026-06-22;4;980.0806;825.0000;1250.0000;0.1300;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Mendoza;MEMBRILLO;(sin informar);$/Kg;61;60;4;60;2026-04-08;2026-07-06;4;1428.0505;1277.7800;1500.0000;0.0504;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;S.Bs.As.;ZAPALLO;Plomo;$/Kg;61;54;3;54;2026-04-08;2026-06-25;3;660.1639;580.0000;750.0000;0.0521;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Corrientes;BERENJENA;Jaspeada;$/Kg;60;53;3;53;2026-04-10;2026-06-26;3;1136.1115;750.0000;1416.6700;0.1817;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Salta;PIMIENTO;Vinagre;$/Kg;60;55;3;55;2026-06-03;2026-08-24;3;1462.5000;1200.0000;1800.0000;0.1163;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Sgo.Est.;BATATA;Colorada;$/Kg;60;54;3;54;2026-05-05;2026-07-23;3;537.0378;500.0000;611.1100;0.0635;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;España;NARANJA;Navelina;$/Kg;59;59;3;59;2026-01-02;2026-03-31;3;2774.0110;1866.6700;3400.0000;0.2035;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Tucumán;PALTA;Torres;$/Kg;59;44;3;44;2026-01-09;2026-08-24;3;3274.5763;2400.0000;4400.0000;0.2079;100.0000;Alta
Hortalizas;(sin informar);Corrientes;ACHICORIA;(sin informar);$/Kg;59;46;9;46;2026-01-05;2026-12-25;9;5000.0000;1500.0000;12000.0000;0.3301;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Chubut;CEREZA;Royal Dawn;$/Kg;57;34;3;34;2026-01-13;2026-03-03;3;8587.7193;6900.0000;11600.0000;0.1504;100.0000;Alta
Hortalizas;(sin informar);Corrientes;ZAPALLITO ZUCHINI;(sin informar);$/Kg;57;33;6;33;2026-02-23;2026-07-16;6;17070.1754;4000.0000;30000.0000;0.5132;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Jujuy;ARVEJA;(sin informar);$/Kg;57;56;4;56;2026-05-20;2026-08-24;4;2709.4298;1375.0000;5500.0000;0.3692;100.0000;Alta
Frutas;(sin informar);Mendoza;DURAZNO;(sin informar);$/Kg;56;27;4;27;2026-01-05;2026-04-02;4;34160.7143;25000.0000;49000.0000;0.1601;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;(sin informar);CASTANA;Prom.Esp.;$/Kg;55;54;4;54;2026-04-14;2026-07-16;4;10963.6364;9000.0000;14000.0000;0.2047;100.0000;Alta
Frutas;(sin informar);Corrientes;LIMON ELEGIDO;(sin informar);$/Kg;54;40;8;40;2026-01-05;2026-08-24;8;16085.1852;600.0000;35000.0000;0.5420;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Chile;POMELO;Star Ruby;$/Kg;54;54;3;54;2026-01-02;2026-03-20;3;1730.3241;1687.5000;1750.0000;0.0169;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Río Negro;CASTANA;(sin informar);$/Kg;54;53;4;53;2026-04-15;2026-07-16;4;10907.4074;9000.0000;14000.0000;0.2040;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;San Juan;UVA;Cereza;$/Kg;54;44;4;44;2026-02-02;2026-05-07;4;1656.4815;950.0000;2200.0000;0.2322;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Mar del Plata;BERENJENA;Vta.Med.La;$/Kg;53;53;3;53;2026-01-07;2026-03-26;3;587.4213;416.6700;833.3300;0.2423;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Chile;PELON;Nectared;$/Kg;52;52;3;52;2026-01-05;2026-03-19;3;3513.4615;2500.0000;4000.0000;0.1726;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;España;PELON;(sin informar);$/Kg;52;31;3;31;2026-06-30;2026-08-14;3;10673.0769;4000.0000;16750.0000;0.3561;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Río Negro;CIRUELA;Sungold;$/Kg;52;36;3;36;2026-02-09;2026-04-07;3;2133.0129;1250.0000;2833.3300;0.2514;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;San Juan;UVA;Moscat.Bca;$/Kg;52;52;4;52;2026-01-30;2026-04-21;4;1905.7692;1700.0000;2400.0000;0.1344;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;S.Bs.As.;ZAPALLO;Anc.Cokena;$/Kg;52;51;3;51;2026-06-09;2026-08-24;3;1136.2829;506.6700;1600.0000;0.3716;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Egipto;NARANJA;Navel Late;$/Kg;51;51;4;51;2026-01-28;2026-04-17;4;2290.1957;1533.3300;3200.0000;0.2577;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Mendoza;DURAZNO;Sept. Lady;$/Kg;51;51;3;51;2026-01-02;2026-03-17;3;1888.8886;1666.6700;2083.3300;0.0628;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Mendoza;DURAZNO;Spring Cre;$/Kg;51;51;3;51;2026-01-02;2026-03-17;3;2033.1841;1769.2300;2384.6200;0.1166;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Río Negro;PERA;Abate;$/Kg;51;51;3;51;2026-05-13;2026-07-28;3;1662.7451;1500.0000;1700.0000;0.0317;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Mendoza;ARVEJA;(sin informar);$/Kg;51;51;4;51;2026-01-05;2026-04-06;4;2227.6961;1625.0000;3625.0000;0.2480;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Santa Fe;CHOCLO;Amarillo;$/Kg;51;49;4;49;2026-01-02;2026-06-12;4;963.7908;566.6700;2533.3300;0.5801;100.0000;Alta
Frutas;(sin informar);Corrientes;NARANJA VALENCIA;(sin informar);$/Kg;50;32;8;32;2026-01-07;2026-08-19;8;18360.0000;12000.0000;34000.0000;0.2796;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Mendoza;CEBOLLA;Blanca;$/Kg;50;50;4;50;2026-01-02;2026-04-06;4;736.0000;600.0000;850.0000;0.0751;100.0000;Alta
Hortalizas;Mercado Central de Buenos Aires;Se Bs.As;PAPA;Sagitta;$/Kg;50;44;4;44;2026-03-11;2026-06-23;4;1075.1000;840.0000;1375.0000;0.1591;100.0000;Alta
Frutas;Mercado Central de Buenos Aires;Sta.Cruz;CEREZA;Lapins;$/Kg;49;34;3;34;2026-01-09;2026-03-10;3;8583.6735;7200.0000;11600.0000;0.1901;100.0000;Alta
