FECHA;MERCADO;SERIE;ESPECIE;VARIEDAD;PROCEDENCIA;MUNICIPIO;PESO;UNIDAD
04/12/2025;CORRIENTES;HORTALIZAS;TOMATE PERITA;TOMATE PERITA;CORRIENTES;CAPITAL;0,540;TN
04/12/2025;CORRIENTES;HORTALIZAS;LECHUGA CRESPA;LECHUGA CRESPA;CORRIENTES;CAPITAL;0,050;TN
04/12/2025;CORRIENTES;HORTALIZAS;TOMATE PERITA;TOMATE PERITA;CORRIENTES;CAPITAL;0,270;TN
04/12/2025;CORRIENTES;HORTALIZAS;ACELGA;ACELGA;CORRIENTES;CAPITAL;0,100;TN
04/12/2025;CORRIENTES;HORTALIZAS;LECHUGA CRESPA;LECHUGA CRESPA;CORRIENTES;CAPITAL;0,100;TN
04/12/2025;CORRIENTES;HORTALIZAS;ACELGA;ACELGA;CORRIENTES;EMPEDRADO;0,200;TN
04/12/2025;CORRIENTES;HORTALIZAS;TOMATE REDONDO;TOMATE REDONDO;CORRIENTES;EMPEDRADO;0,360;TN
04/12/2025;CORRIENTES;HORTALIZAS;PEREJIL;PEREJIL;CORRIENTES;EMPEDRADO;0,120;TN
04/12/2025;CORRIENTES;HORTALIZAS;BATATA BLANCA;BATATA BLANCA;CORRIENTES;SAN ROQUE;1,000;TN
04/12/2025;CORRIENTES;HORTALIZAS;ZAPALLITO TRONCO;ZAPALLITO TRONCO;CORRIENTES;SAN ROQUE;0,500;TN
04/12/2025;CORRIENTES;HORTALIZAS;CEBOLLA SINTETICA 14;CEBOLLA SINTETICA 14;SANTIAGO DEL ESTERO;;1,512;TN
04/12/2025;CORRIENTES;HORTALIZAS;PAPA BLANCA;PAPA BLANCA;TUCUMÁN;;3,600;TN
04/12/2025;CORRIENTES;FRUTAS;MANZANA R. DELICIUS ELEGIDA;MANZANA R. DELICIUS ELEGIDA;RÍO NEGRO;;14,400;TN
04/12/2025;CORRIENTES;FRUTAS;MANZANA R. DELICIUS COMERCIAL;MANZANA R. DELICIUS COMERCIAL;RÍO NEGRO;;2,000;TN
04/12/2025;CORRIENTES;FRUTAS;PERA PACKAMS  COMERCIAL;PERA PACKAMS  COMERCIAL;RÍO NEGRO;;36,000;TN
04/12/2025;CORRIENTES;HORTALIZAS;PIMIENTO MORRON ROJO;PIMIENTO MORRON ROJO;RÍO NEGRO;;4,200;TN
04/12/2025;CORRIENTES;FRUTAS;FRUTILLA;FRUTILLA;RÍO NEGRO;;0,360;TN
04/12/2025;CORRIENTES;HORTALIZAS;TOMATE PERITA;TOMATE PERITA;JUJUY;;0,400;TN
04/12/2025;CORRIENTES;HORTALIZAS;CHOCLO AMARILLO;CHOCLO AMARILLO;JUJUY;;0,100;TN
04/12/2025;CORRIENTES;HORTALIZAS;PEPINO;PEPINO;JUJUY;;0,400;TN
04/12/2025;CORRIENTES;HORTALIZAS;TOMATE CHERRY;TOMATE CHERRY;JUJUY;;0,400;TN
04/12/2025;CORRIENTES;FRUTAS;MELON AMARILLO;MELON AMARILLO;JUJUY;;1,200;TN
04/12/2025;CORRIENTES;FRUTAS;BANANA  ECUATORIANA;BANANA  ECUATORIANA;MENDOZA;;0,800;TN
04/12/2025;CORRIENTES;HORTALIZAS;BROCOLI;BROCOLI;MENDOZA;;14,400;TN
04/12/2025;CORRIENTES;FRUTAS;PALTA CHILENA;PALTA CHILENA;MENDOZA;;0,080;TN
04/12/2025;CORRIENTES;FRUTAS;PERA PACKAMS ELEGIGA;PERA PACKAMS ELEGIGA;MENDOZA;;1,680;TN
04/12/2025;CORRIENTES;FRUTAS;KIWI;KIWI;MENDOZA;;2,000;TN
04/12/2025;CORRIENTES;FRUTAS;MANGO;MANGO;MENDOZA;;7,200;TN
04/12/2025;CORRIENTES;FRUTAS;PAPAYA;PAPAYA;MENDOZA;;1,000;TN
04/12/2025;CORRIENTES;HORTALIZAS;CEBOLLA SINTETICA 14;CEBOLLA SINTETICA 14;MENDOZA;;32,400;TN
04/12/2025;CORRIENTES;HORTALIZAS;REPOLLO BLANCO;REPOLLO BLANCO;MENDOZA;;0,180;TN
04/12/2025;CORRIENTES;HORTALIZAS;REPOLLO COLORADO;REPOLLO COLORADO;MENDOZA;;0,060;TN
04/12/2025;CORRIENTES;HORTALIZAS;BATATA COLORADA;BATATA COLORADA;MENDOZA;;0,300;TN
04/12/2025;CORRIENTES;HORTALIZAS;PAPA NEGRA;PAPA NEGRA;MENDOZA;;0,860;TN
04/12/2025;CORRIENTES;HORTALIZAS;AJO MORADO CHINO;AJO MORADO CHINO;MENDOZA;;0,200;TN
04/12/2025;CORRIENTES;FRUTAS;BANANA  ECUATORIANA;BANANA  ECUATORIANA;MENDOZA;;1,406;TN
04/12/2025;CORRIENTES;FRUTAS;KIWI;KIWI;MENDOZA;;0,600;TN
04/12/2025;CORRIENTES;FRUTAS;MANZANA R. DELICIUS COMERCIAL;MANZANA R. DELICIUS COMERCIAL;MENDOZA;;0,760;TN
05/12/2025;CORRIENTES;FRUTAS;SANDIA REDONDA RAYADA;SANDIA REDONDA RAYADA;CORRIENTES;SAN ROQUE;3,700;TN
05/12/2025;CORRIENTES;HORTALIZAS;TOMATE PERITA;TOMATE PERITA;CORRIENTES;SALADAS;0,540;TN
05/12/2025;CORRIENTES;HORTALIZAS;LECHUGA CRESPA;LECHUGA CRESPA;CORRIENTES;SAN LUIS DEL PALMAR;0,180;TN
05/12/2025;CORRIENTES;HORTALIZAS;LECHUGA CRESPA;LECHUGA CRESPA;CORRIENTES;CAPITAL;0,100;TN
05/12/2025;CORRIENTES;HORTALIZAS;CEBOLLITA DE VERDEO;CEBOLLITA DE VERDEO;CORRIENTES;CAPITAL;0,005;TN
05/12/2025;CORRIENTES;HORTALIZAS;PEREJIL;PEREJIL;BUENOS AIRES;CAPITAL;0,030;TN
05/12/2025;CORRIENTES;HORTALIZAS;TOMATE PERITA;TOMATE PERITA;CORRIENTES;CAPITAL;0,360;TN
05/12/2025;CORRIENTES;HORTALIZAS;ACELGA;ACELGA;CORRIENTES;CAPITAL;0,020;TN
05/12/2025;CORRIENTES;HORTALIZAS;LECHUGA CRESPA;LECHUGA CRESPA;CORRIENTES;CAPITAL;0,090;TN
05/12/2025;CORRIENTES;HORTALIZAS;TOMATE PERITA;TOMATE PERITA;CORRIENTES;CAPITAL;0,270;TN
05/12/2025;CORRIENTES;HORTALIZAS;LECHUGA CRESPA;LECHUGA CRESPA;CORRIENTES;CAPITAL;0,150;TN
05/12/2025;CORRIENTES;HORTALIZAS;ACELGA;ACELGA;CORRIENTES;CAPITAL;0,100;TN
05/12/2025;CORRIENTES;HORTALIZAS;LECHUGA CRESPA;LECHUGA CRESPA;CORRIENTES;CAPITAL;0,100;TN
05/12/2025;CORRIENTES;HORTALIZAS;RUCULA;RUCULA;CORRIENTES;CAPITAL;0,030;TN
05/12/2025;CORRIENTES;HORTALIZAS;LECHUGA CRESPA;LECHUGA CRESPA;CORRIENTES;CAPITAL;0,100;TN
05/12/2025;CORRIENTES;HORTALIZAS;TOMATE PERITA;TOMATE PERITA;CORRIENTES;CAPITAL;0,180;TN
05/12/2025;CORRIENTES;HORTALIZAS;TOMATE PERITA;TOMATE PERITA;CORRIENTES;EMPEDRADO;0,540;TN
05/12/2025;CORRIENTES;HORTALIZAS;TOMATE PERITA;TOMATE PERITA;CORRIENTES;CAPITAL;0,306;TN
05/12/2025;CORRIENTES;HORTALIZAS;REPOLLO BLANCO;REPOLLO BLANCO;CORRIENTES;CAPITAL;0,060;TN
05/12/2025;CORRIENTES;HORTALIZAS;ACELGA;ACELGA;CORRIENTES;CAPITAL;0,080;TN
05/12/2025;CORRIENTES;HORTALIZAS;CHAUCHA POR METRO;CHAUCHA POR METRO;CORRIENTES;CAPITAL;0,010;TN
05/12/2025;CORRIENTES;HORTALIZAS;TOMATE REDONDO;TOMATE REDONDO;CORRIENTES;CAPITAL;0,450;TN
05/12/2025;CORRIENTES;HORTALIZAS;LECHUGA CRESPA;LECHUGA CRESPA;CORRIENTES;CAPITAL;0,250;TN
05/12/2025;CORRIENTES;HORTALIZAS;TOMATE REDONDO;TOMATE REDONDO;CORRIENTES;CAPITAL;0,180;TN
05/12/2025;CORRIENTES;HORTALIZAS;PEPINO;PEPINO;CORRIENTES;CAPITAL;0,020;TN
05/12/2025;CORRIENTES;HORTALIZAS;CHAUCHA MUSICA;CHAUCHA MUSICA;CORRIENTES;CAPITAL;0,010;TN
05/12/2025;CORRIENTES;HORTALIZAS;TOMATE REDONDO;TOMATE REDONDO;CORRIENTES;CAPITAL;0,010;TN
05/12/2025;CORRIENTES;HORTALIZAS;LECHUGA CRESPA;LECHUGA CRESPA;CORRIENTES;EMPEDRADO;0,250;TN
05/12/2025;CORRIENTES;HORTALIZAS;PEREJIL;PEREJIL;CORRIENTES;EMPEDRADO;0,066;TN
05/12/2025;CORRIENTES;HORTALIZAS;PIMIENTO MORRON ROJO;PIMIENTO MORRON ROJO;CORRIENTES;EMPEDRADO;0,150;TN
05/12/2025;CORRIENTES;HORTALIZAS;PIMIENTO MORRON VERDE;PIMIENTO MORRON VERDE;CORRIENTES;EMPEDRADO;0,100;TN
05/12/2025;CORRIENTES;HORTALIZAS;TOMATE PERITA;TOMATE PERITA;CORRIENTES;EMPEDRADO;1,080;TN
05/12/2025;CORRIENTES;HORTALIZAS;LECHUGA CRESPA;LECHUGA CRESPA;CORRIENTES;CAPITAL;0,100;TN
05/12/2025;CORRIENTES;HORTALIZAS;ZAPALLITO TRONCO;ZAPALLITO TRONCO;CORRIENTES;CAPITAL;0,020;TN
05/12/2025;CORRIENTES;HORTALIZAS;RUCULA;RUCULA;CORRIENTES;CAPITAL;0,010;TN
05/12/2025;CORRIENTES;HORTALIZAS;CEBOLLITA DE VERDEO;CEBOLLITA DE VERDEO;CORRIENTES;CAPITAL;0,010;TN
05/12/2025;CORRIENTES;HORTALIZAS;TOMATE REDONDO;TOMATE REDONDO;CORRIENTES;CAPITAL;0,540;TN
05/12/2025;CORRIENTES;HORTALIZAS;LECHUGA CRESPA;LECHUGA CRESPA;CORRIENTES;CAPITAL;0,200;TN
05/12/2025;CORRIENTES;HORTALIZAS;CEBOLLITA DE VERDEO;CEBOLLITA DE VERDEO;CORRIENTES;CAPITAL;0,050;TN
05/12/2025;CORRIENTES;HORTALIZAS;ZAPALLITO TRONCO;ZAPALLITO TRONCO;CORRIENTES;CAPITAL;0,250;TN
05/12/2025;CORRIENTES;HORTALIZAS;TOMATE REDONDO;TOMATE REDONDO;CORRIENTES;EMPEDRADO;0,450;TN
05/12/2025;CORRIENTES;HORTALIZAS;CEBOLLITA DE VERDEO;CEBOLLITA DE VERDEO;CORRIENTES;CAPITAL;0,050;TN
05/12/2025;CORRIENTES;HORTALIZAS;OREGANO;OREGANO;CORRIENTES;CAPITAL;0,005;TN
05/12/2025;CORRIENTES;HORTALIZAS;RUCULA;RUCULA;CORRIENTES;CAPITAL;0,010;TN
05/12/2025;CORRIENTES;HORTALIZAS;LECHUGA CRESPA;LECHUGA CRESPA;CORRIENTES;CAPITAL;0,150;TN
05/12/2025;CORRIENTES;HORTALIZAS;TOMATE REDONDO;TOMATE REDONDO;CORRIENTES;CAPITAL;0,882;TN
08/12/2025;CORRIENTES;HORTALIZAS;PIMIENTO MORRON ROJO;PIMIENTO MORRON ROJO;CORRIENTES;BELLA VISTA;0,200;TN
08/12/2025;CORRIENTES;FRUTAS;NARANJA VALENCIA LATE;NARANJA VALENCIA LATE;CORRIENTES;MONTE CASEROS;21,000;TN
08/12/2025;CORRIENTES;FRUTAS;MANZANA R. DELICIUS COMERCIAL;MANZANA R. DELICIUS COMERCIAL;RÍO NEGRO;;1,140;TN
08/12/2025;CORRIENTES;HORTALIZAS;PAPA BLANCA;PAPA BLANCA;TUCUMÁN;;27,000;TN
08/12/2025;CORRIENTES;FRUTAS;PALTA CHILENA;PALTA CHILENA;MENDOZA;;0,020;TN
08/12/2025;CORRIENTES;FRUTAS;KIWI;KIWI;MENDOZA;;0,010;TN
08/12/2025;CORRIENTES;FRUTAS;BANANA  ECUATORIANA;BANANA  ECUATORIANA;MENDOZA;;1,000;TN
08/12/2025;CORRIENTES;HORTALIZAS;PAPA BLANCA;PAPA BLANCA;CÓRDOBA;;28,800;TN
08/12/2025;CORRIENTES;HORTALIZAS;AJO MORADO CHINO;AJO MORADO CHINO;MENDOZA;;0,200;TN
08/12/2025;CORRIENTES;HORTALIZAS;AJO MORADO CHINO;AJO MORADO CHINO;MENDOZA;;0,500;TN
08/12/2025;CORRIENTES;HORTALIZAS;AJO MORADO CHINO;AJO MORADO CHINO;MENDOZA;;0,300;TN
08/12/2025;CORRIENTES;FRUTAS;BANANA  ECUATORIANA;BANANA  ECUATORIANA;MENDOZA;;1,200;TN
08/12/2025;CORRIENTES;FRUTAS;NARANJA VALENCIA LATE;NARANJA VALENCIA LATE;CORRIENTES;BELLA VISTA;6,250;TN
08/12/2025;CORRIENTES;FRUTAS;LIMON ELEGIDO;LIMON ELEGIDO;CORRIENTES;BELLA VISTA;0,300;TN
08/12/2025;CORRIENTES;HORTALIZAS;PAPA BLANCA;PAPA BLANCA;CHACO;;7,200;TN
08/12/2025;CORRIENTES;FRUTAS;NARANJA VALENCIA LATE;NARANJA VALENCIA LATE;CORRIENTES;MONTE CASEROS;10,000;TN
08/12/2025;CORRIENTES;HORTALIZAS;PAPA BLANCA;PAPA BLANCA;TUCUMÁN;;32,400;TN
08/12/2025;CORRIENTES;FRUTAS;NARANJA VALENCIA LATE;NARANJA VALENCIA LATE;CORRIENTES;MONTE CASEROS;16,250;TN
08/12/2025;CORRIENTES;FRUTAS;MANZANA GRANY SMITH ELEGIDA;MANZANA GRANY SMITH ELEGIDA;RÍO NEGRO;;0,100;TN
08/12/2025;CORRIENTES;FRUTAS;PERA PACKAMS ELEGIGA;PERA PACKAMS ELEGIGA;RÍO NEGRO;;0,095;TN
08/12/2025;CORRIENTES;FRUTAS;MANZANA ROYAL GALA ELEGIDA;MANZANA ROYAL GALA ELEGIDA;RÍO NEGRO;;0,190;TN
08/12/2025;CORRIENTES;HORTALIZAS;LECHUGA REPOLLADA;LECHUGA REPOLLADA;MENDOZA;;0,300;TN
08/12/2025;CORRIENTES;HORTALIZAS;CHOCLO AMARILLO;CHOCLO AMARILLO;MENDOZA;;0,225;TN
08/12/2025;CORRIENTES;FRUTAS;MELON ROCIO DE MIEL;MELON ROCIO DE MIEL;MENDOZA;;0,240;TN
08/12/2025;CORRIENTES;FRUTAS;BANANA  ECUATORIANA;BANANA  ECUATORIANA;MENDOZA;;0,400;TN
08/12/2025;CORRIENTES;FRUTAS;LIMON COMERCIAL;LIMON COMERCIAL;CORRIENTES;CAPITAL;1,500;TN
08/12/2025;CORRIENTES;FRUTAS;NARANJA VALENCIA LATE;NARANJA VALENCIA LATE;CORRIENTES;MONTE CASEROS;3,750;TN
08/12/2025;CORRIENTES;HORTALIZAS;PIMIENTO MORRON VERDE;PIMIENTO MORRON VERDE;CORRIENTES;BELLA VISTA;0,250;TN
08/12/2025;CORRIENTES;HORTALIZAS;PIMIENTO MORRON ROJO;PIMIENTO MORRON ROJO;CORRIENTES;BELLA VISTA;0,250;TN
08/12/2025;CORRIENTES;FRUTAS;LIMON COMERCIAL;LIMON COMERCIAL;CORRIENTES;BELLA VISTA;0,900;TN
08/12/2025;CORRIENTES;FRUTAS;LIMON ELEGIDO;LIMON ELEGIDO;CORRIENTES;BELLA VISTA;0,500;TN
08/12/2025;CORRIENTES;HORTALIZAS;TOMATE PERITA;TOMATE PERITA;CORRIENTES;BELLA VISTA;0,360;TN
08/12/2025;CORRIENTES;HORTALIZAS;TOMATE REDONDO;TOMATE REDONDO;CORRIENTES;BELLA VISTA;0,270;TN
08/12/2025;CORRIENTES;HORTALIZAS;BERENJENA;BERENJENA;CORRIENTES;BELLA VISTA;0,225;TN
08/12/2025;CORRIENTES;HORTALIZAS;PIMIENTO MORRON ROJO;PIMIENTO MORRON ROJO;CORRIENTES;BELLA VISTA;0,500;TN
08/12/2025;CORRIENTES;HORTALIZAS;PIMIENTO MORRON VERDE;PIMIENTO MORRON VERDE;CORRIENTES;BELLA VISTA;0,500;TN
08/12/2025;CORRIENTES;HORTALIZAS;BATATA BLANCA;BATATA BLANCA;CORRIENTES;BELLA VISTA;0,400;TN
08/12/2025;CORRIENTES;HORTALIZAS;BATATA COLORADA;BATATA COLORADA;CORRIENTES;BELLA VISTA;0,300;TN
08/12/2025;CORRIENTES;HORTALIZAS;PIMIENTO MORRON ROJO;PIMIENTO MORRON ROJO;CORRIENTES;BELLA VISTA;0,250;TN
08/12/2025;CORRIENTES;HORTALIZAS;PIMIENTO MORRON VERDE;PIMIENTO MORRON VERDE;CORRIENTES;BELLA VISTA;0,250;TN
08/12/2025;CORRIENTES;FRUTAS;LIMON COMERCIAL;LIMON COMERCIAL;CORRIENTES;BELLA VISTA;0,450;TN
08/12/2025;CORRIENTES;HORTALIZAS;BATATA BLANCA;BATATA BLANCA;CORRIENTES;SAN ROQUE;0,500;TN
08/12/2025;CORRIENTES;HORTALIZAS;PIMIENTO MORRON ROJO;PIMIENTO MORRON ROJO;CORRIENTES;BELLA VISTA;0,400;TN
08/12/2025;CORRIENTES;HORTALIZAS;PIMIENTO MORRON VERDE;PIMIENTO MORRON VERDE;CORRIENTES;BELLA VISTA;0,300;TN
08/12/2025;CORRIENTES;HORTALIZAS;BATATA BLANCA;BATATA BLANCA;CORRIENTES;BELLA VISTA;0,400;TN
08/12/2025;CORRIENTES;FRUTAS;SANDIA REDONDA RAYADA;SANDIA REDONDA RAYADA;CORRIENTES;SALADAS;6,000;TN
08/12/2025;CORRIENTES;FRUTAS;SANDIA REDONDA RAYADA;SANDIA REDONDA RAYADA;CORRIENTES;CONCEPCIÓN;25,000;TN
08/12/2025;CORRIENTES;HORTALIZAS;TOMATE PERITA;TOMATE PERITA;CORRIENTES;CAPITAL;0,360;TN
08/12/2025;CORRIENTES;HORTALIZAS;LECHUGA CRESPA;LECHUGA CRESPA;CORRIENTES;CAPITAL;0,200;TN
08/12/2025;CORRIENTES;HORTALIZAS;LECHUGA CRESPA;LECHUGA CRESPA;CORRIENTES;CAPITAL;0,100;TN
08/12/2025;CORRIENTES;HORTALIZAS;RUCULA;RUCULA;CORRIENTES;CAPITAL;0,020;TN
08/12/2025;CORRIENTES;HORTALIZAS;ACELGA;ACELGA;CORRIENTES;CAPITAL;0,120;TN
08/12/2025;CORRIENTES;HORTALIZAS;TOMATE PERITA;TOMATE PERITA;CORRIENTES;CAPITAL;0,540;TN
08/12/2025;CORRIENTES;HORTALIZAS;LECHUGA CRESPA;LECHUGA CRESPA;CORRIENTES;CAPITAL;0,120;TN
08/12/2025;CORRIENTES;HORTALIZAS;ACELGA;ACELGA;CORRIENTES;CAPITAL;0,100;TN
08/12/2025;CORRIENTES;HORTALIZAS;CEBOLLITA DE VERDEO;CEBOLLITA DE VERDEO;CORRIENTES;CAPITAL;0,015;TN
08/12/2025;CORRIENTES;HORTALIZAS;LECHUGA CRESPA;LECHUGA CRESPA;CORRIENTES;CAPITAL;0,100;TN
08/12/2025;CORRIENTES;HORTALIZAS;PEREJIL;PEREJIL;CORRIENTES;CAPITAL;0,030;TN
08/12/2025;CORRIENTES;HORTALIZAS;ACELGA;ACELGA;CORRIENTES;CAPITAL;0,100;TN
08/12/2025;CORRIENTES;HORTALIZAS;CEBOLLITA DE VERDEO;CEBOLLITA DE VERDEO;CORRIENTES;CAPITAL;0,010;TN
08/12/2025;CORRIENTES;HORTALIZAS;RUCULA;RUCULA;CORRIENTES;CAPITAL;0,010;TN
08/12/2025;CORRIENTES;HORTALIZAS;TOMATE PERITA;TOMATE PERITA;CORRIENTES;CAPITAL;1,080;TN
08/12/2025;CORRIENTES;HORTALIZAS;PEPINO;PEPINO;CORRIENTES;CAPITAL;0,100;TN
08/12/2025;CORRIENTES;HORTALIZAS;CHAUCHA POR METRO;CHAUCHA POR METRO;CORRIENTES;CAPITAL;0,020;TN
08/12/2025;CORRIENTES;HORTALIZAS;ZAPALLITO TRONCO;ZAPALLITO TRONCO;CORRIENTES;CAPITAL;0,050;TN
08/12/2025;CORRIENTES;HORTALIZAS;ACELGA;ACELGA;CORRIENTES;CAPITAL;0,100;TN
08/12/2025;CORRIENTES;HORTALIZAS;LECHUGA CRESPA;LECHUGA CRESPA;CORRIENTES;CAPITAL;0,150;TN
08/12/2025;CORRIENTES;HORTALIZAS;CEBOLLITA DE VERDEO;CEBOLLITA DE VERDEO;CORRIENTES;CAPITAL;0,004;TN
08/12/2025;CORRIENTES;HORTALIZAS;LECHUGA CRESPA;LECHUGA CRESPA;CORRIENTES;CAPITAL;0,150;TN
08/12/2025;CORRIENTES;HORTALIZAS;TOMATE PERITA;TOMATE PERITA;CORRIENTES;CAPITAL;0,270;TN
08/12/2025;CORRIENTES;HORTALIZAS;PIMIENTO MORRON VERDE;PIMIENTO MORRON VERDE;CORRIENTES;EMPEDRADO;0,200;TN
08/12/2025;CORRIENTES;HORTALIZAS;TOMATE PERITA;TOMATE PERITA;CORRIENTES;EMPEDRADO;1,440;TN
08/12/2025;CORRIENTES;HORTALIZAS;CEBOLLITA DE VERDEO;CEBOLLITA DE VERDEO;CORRIENTES;CAPITAL;0,020;TN
08/12/2025;CORRIENTES;HORTALIZAS;PEREJIL;PEREJIL;CORRIENTES;CAPITAL;0,020;TN
08/12/2025;CORRIENTES;HORTALIZAS;ACHICORIA;ACHICORIA;CORRIENTES;CAPITAL;0,005;TN
08/12/2025;CORRIENTES;HORTALIZAS;OREGANO;OREGANO;CORRIENTES;CAPITAL;0,003;TN
08/12/2025;CORRIENTES;HORTALIZAS;LECHUGA CRESPA;LECHUGA CRESPA;CORRIENTES;CAPITAL;0,150;TN
08/12/2025;CORRIENTES;HORTALIZAS;LECHUGA CRESPA;LECHUGA CRESPA;CORRIENTES;CAPITAL;0,600;TN
08/12/2025;CORRIENTES;HORTALIZAS;RUCULA;RUCULA;CORRIENTES;CAPITAL;0,020;TN
08/12/2025;CORRIENTES;HORTALIZAS;ZAPALLITO TRONCO;ZAPALLITO TRONCO;CORRIENTES;CAPITAL;0,300;TN
08/12/2025;CORRIENTES;HORTALIZAS;LECHUGA CRESPA;LECHUGA CRESPA;CORRIENTES;CAPITAL;0,200;TN
08/12/2025;CORRIENTES;HORTALIZAS;TOMATE REDONDO;TOMATE REDONDO;CORRIENTES;CAPITAL;0,180;TN
08/12/2025;CORRIENTES;HORTALIZAS;LECHUGA CRESPA;LECHUGA CRESPA;CORRIENTES;CAPITAL;0,200;TN
08/12/2025;CORRIENTES;HORTALIZAS;TOMATE PERITA;TOMATE PERITA;CORRIENTES;CAPITAL;0,360;TN
08/12/2025;CORRIENTES;HORTALIZAS;RUCULA;RUCULA;CORRIENTES;CAPITAL;0,040;TN
08/12/2025;CORRIENTES;HORTALIZAS;ZAPALLITO TRONCO;ZAPALLITO TRONCO;CORRIENTES;EMPEDRADO;0,200;TN
08/12/2025;CORRIENTES;HORTALIZAS;TOMATE REDONDO;TOMATE REDONDO;CORRIENTES;CAPITAL;0,720;TN
08/12/2025;CORRIENTES;HORTALIZAS;TOMATE PERITA;TOMATE PERITA;CORRIENTES;CAPITAL;0,360;TN
08/12/2025;CORRIENTES;FRUTAS;SANDIA REDONDA RAYADA;SANDIA REDONDA RAYADA;CORRIENTES;SAN ROQUE;3,800;TN
08/12/2025;CORRIENTES;HORTALIZAS;LECHUGA CRESPA;LECHUGA CRESPA;CORRIENTES;CAPITAL;0,400;TN
08/12/2025;CORRIENTES;HORTALIZAS;PIMIENTO MORRON ROJO;PIMIENTO MORRON ROJO;CORRIENTES;CAPITAL;0,500;TN
08/12/2025;CORRIENTES;HORTALIZAS;ZAPALLITO TRONCO;ZAPALLITO TRONCO;CORRIENTES;CAPITAL;0,550;TN
08/12/2025;CORRIENTES;FRUTAS;FRUTILLA;FRUTILLA;CORRIENTES;CAPITAL;0,080;TN
08/12/2025;CORRIENTES;HORTALIZAS;ALBAHACA;ALBAHACA;CORRIENTES;CAPITAL;0,010;TN
08/12/2025;CORRIENTES;HORTALIZAS;ALBAHACA;ALBAHACA;CORRIENTES;CAPITAL;0,006;TN
08/12/2025;CORRIENTES;HORTALIZAS;PEREJIL;PEREJIL;CORRIENTES;CAPITAL;0,007;TN
08/12/2025;CORRIENTES;HORTALIZAS;CEBOLLITA DE VERDEO;CEBOLLITA DE VERDEO;CORRIENTES;CAPITAL;0,015;TN
08/12/2025;CORRIENTES;HORTALIZAS;LAUREL;LAUREL;CORRIENTES;CAPITAL;0,012;TN
08/12/2025;CORRIENTES;HORTALIZAS;OREGANO;OREGANO;CORRIENTES;CAPITAL;0,015;TN
08/12/2025;CORRIENTES;HORTALIZAS;RUCULA;RUCULA;CORRIENTES;BELLA VISTA;0,040;TN
08/12/2025;CORRIENTES;HORTALIZAS;ZAPALLITO TRONCO;ZAPALLITO TRONCO;CORRIENTES;BELLA VISTA;0,600;TN
08/12/2025;CORRIENTES;HORTALIZAS;PEPINO;PEPINO;CORRIENTES;BELLA VISTA;0,300;TN
08/12/2025;CORRIENTES;HORTALIZAS;BERENJENA;BERENJENA;CORRIENTES;BELLA VISTA;0,225;TN
08/12/2025;CORRIENTES;HORTALIZAS;LECHUGA CRESPA;LECHUGA CRESPA;CORRIENTES;BELLA VISTA;0,500;TN
08/12/2025;CORRIENTES;HORTALIZAS;ALBAHACA;ALBAHACA;CORRIENTES;BELLA VISTA;0,020;TN
08/12/2025;CORRIENTES;HORTALIZAS;TOMATE PERITA;TOMATE PERITA;CORRIENTES;CAPITAL;0,200;TN
08/12/2025;CORRIENTES;HORTALIZAS;TOMATE REDONDO;TOMATE REDONDO;CORRIENTES;CAPITAL;0,280;TN
08/12/2025;CORRIENTES;HORTALIZAS;LECHUGA CRESPA;LECHUGA CRESPA;CORRIENTES;CAPITAL;0,080;TN
08/12/2025;CORRIENTES;HORTALIZAS;ACELGA;ACELGA;CORRIENTES;CAPITAL;0,090;TN
08/12/2025;CORRIENTES;HORTALIZAS;TOMATE PERITA;TOMATE PERITA;CORRIENTES;LAVALLE;7,000;TN
08/12/2025;CORRIENTES;HORTALIZAS;TOMATE PERITA;TOMATE PERITA;CORRIENTES;LAVALLE;4,500;TN
08/12/2025;CORRIENTES;HORTALIZAS;BERENJENA;BERENJENA;CORRIENTES;LAVALLE;0,300;TN
08/12/2025;CORRIENTES;HORTALIZAS;TOMATE CHERRY;TOMATE CHERRY;CORRIENTES;LAVALLE;0,100;TN
08/12/2025;CORRIENTES;HORTALIZAS;ZAPALLITO TRONCO;ZAPALLITO TRONCO;CORRIENTES;LAVALLE;0,400;TN
08/12/2025;CORRIENTES;FRUTAS;SANDIA;SANDIA;CORRIENTES;LAVALLE;0,200;TN
08/12/2025;CORRIENTES;HORTALIZAS;PIMIENTO MORRON VERDE;PIMIENTO MORRON VERDE;CORRIENTES;LAVALLE;0,800;TN
08/12/2025;CORRIENTES;HORTALIZAS;LECHUGA CRESPA;LECHUGA CRESPA;CORRIENTES;SAN LUIS DEL PALMAR;0,200;TN
08/12/2025;CORRIENTES;HORTALIZAS;ACELGA;ACELGA;CORRIENTES;SAN LUIS DEL PALMAR;0,200;TN
08/12/2025;CORRIENTES;HORTALIZAS;CEBOLLITA DE VERDEO;CEBOLLITA DE VERDEO;CORRIENTES;SAN LUIS DEL PALMAR;0,050;TN
08/12/2025;CORRIENTES;HORTALIZAS;TOMATE PERITA;TOMATE PERITA;CORRIENTES;SAN LUIS DEL PALMAR;0,360;TN
08/12/2025;CORRIENTES;HORTALIZAS;RUCULA;RUCULA;CORRIENTES;SAN LUIS DEL PALMAR;0,020;TN
